concepticon_id,name,description,final_synset,synonym,wordnet_id,count,definition,same_synset,annotation,comment
796,nipple,"The projection of a mammary gland from which, on female mammals, milk can be secreted.",n05554653,teat,n05554653,13,the small projection of a mammary gland,same,1,NA
796,nipple,"The projection of a mammary gland from which, on female mammals, milk can be secreted.",n05554653,mamilla,NA,NA,NA,different,0,NA
154,udder,An organ in female quadruped mammals which consists of mammary glands and has several teats.,n02370360,udder,n02370360,16,mammary gland of bovids (cows and sheep and goats),same,1,NA
154,udder,An organ in female quadruped mammals which consists of mammary glands and has several teats.,n02370360,bag,n02773037,2168,a flexible container with a single opening,different,0,NA
1838,navel,A scar where the umbilical cord was attached.,n05556595,omphalos,NA,NA,NA,different,0,NA
1838,navel,A scar where the umbilical cord was attached.,n05556595,navel,n05556595,84,a scar where the umbilical cord was attached,same,1,NA
1838,navel,A scar where the umbilical cord was attached.,n05556595,bellybutton,n05556595,5,a scar where the umbilical cord was attached,same,1,NA
1838,navel,A scar where the umbilical cord was attached.,n05556595,omphalus,NA,NA,NA,different,0,NA
1838,navel,A scar where the umbilical cord was attached.,n05556595,umbilicus,n05556595,3,a scar where the umbilical cord was attached,same,1,NA
1223,heart,A muscular organ that pumps blood through the body.,n05388805,heart,n05919263,3141,the locus of feelings and intuitions,different,1,?
1223,heart,A muscular organ that pumps blood through the body.,n05388805,ticker,n04432393,20,a character printer that automatically prints stock quotations on ticker tape,different,0,NA
1223,heart,A muscular organ that pumps blood through the body.,n05388805,pump,n04021798,403,a mechanical device that moves fluid or gas by pressure or suction,different,0,NA
688,lung,A biological organ that extracts oxygen from the air.,n05387544,lung,n05387544,738,either of two saclike respiratory organs in the chest of vertebrates; serves to remove carbon dioxide and provide oxygen to the blood,same,1,NA
1224,liver,"A large organ in the body that stores and metabolizes nutrients, destroys toxins and produces bile. Responsible for thousands of biochemical reactions.",n05385534,liver,n05385534,239,large and complicated reddish-brown glandular organ located in the upper right portion of the abdominal cavity; secretes bile and functions in metabolism of protein and carbohydrate and fat; synthesizes substances involved in the clotting of the blood; synthesizes vitamin A; detoxifies poisonous substances and breaks down worn-out erythrocytes,same,1,NA
489,kidney,An organ in the body that produces urine.,n05332802,kidney,n05332802,281,either of two bean-shaped excretory organs that filter wastes (especially urea) from the blood and excrete them and water in urine,same,1,NA
1744,spleen,"A ductless vascular gland, located in the left upper abdomen near the stomach.",n05333467,spleen,n05333467,33,a large dark-red oval organ on the left side of the body between the stomach and the diaphragm; produces cells involved in immune responses,same,1,NA
1744,spleen,"A ductless vascular gland, located in the left upper abdomen near the stomach.",n05333467,lien,n13401013,7,the right to take another's property if an obligation is not discharged,different,0,NA
819,stomach,"An organ in the body, involved in digestion of food.",n05395690,breadbasket,n08516767,2,a geographic region serving as the principal source of grain,different,0,NA
819,stomach,"An organ in the body, involved in digestion of food.",n05395690,tummy,n05395690,48,an enlarged and muscular saclike organ of the alimentary canal; the principal organ of digestion,same,1,NA
819,stomach,"An organ in the body, involved in digestion of food.",n05395690,tum,NA,NA,NA,different,0,NA
819,stomach,"An organ in the body, involved in digestion of food.",n05395690,stomach,n05395690,1101,an enlarged and muscular saclike organ of the alimentary canal; the principal organ of digestion,same,1,NA
1991,intestines,The alimentary canal of an animal or human through which food passes after having passed all stomachs.,n05534333,gut,n05534333,598,the part of the alimentary canal between the stomach and the anus,same,1,NA
1991,intestines,The alimentary canal of an animal or human through which food passes after having passed all stomachs.,n05534333,intestine,n05534333,78,the part of the alimentary canal between the stomach and the anus,same,1,NA
1991,intestines,The alimentary canal of an animal or human through which food passes after having passed all stomachs.,n05534333,bowel,n05534333,137,the part of the alimentary canal between the stomach and the anus,same,1,NA
1681,waist,"In human beings, the part between the thorax and hips.",n05555688,waist,n05555688,855,the narrowing of the body between the ribs and hips,same,1,NA
1681,waist,"In human beings, the part between the thorax and hips.",n05555688,waistline,n05555688,32,the narrowing of the body between the ribs and hips,same,1,NA
1745,hip,The outward-projecting parts of the pelvis and top of the femur and the overlying tissue.,n05556325,hip,n05556325,1592,either side of the body below the waist and above the thigh,same,1,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,tush,n05559256,7,the fleshy part of the human body that you sit on,same,1,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,prat,NA,NA,NA,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,ass,n05559256,754,the fleshy part of the human body that you sit on,same,1,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,fundament,n05793554,1,the fundamental assumptions from which something is begun or developed or calculated or explained,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,seat,n04161358,1895,any support where you can sit (especially the part of a chair or bench etc. on which you sit),different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,stern,s00711308,94,severe and unremitting in making demands,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,fanny,n05559256,27,the fleshy part of the human body that you sit on,same,1,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,rear,s00197891,696,located in or toward the back or rear,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,bum,n10539715,85,a person who is deemed to be despicable or contemptible,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,rump,n02463611,32,the part of an animal that corresponds to the human buttocks,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,buttocks,NA,NA,NA,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,keister,n05559256,3,the fleshy part of the human body that you sit on,same,1,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,butt,n05559256,397,the fleshy part of the human body that you sit on,same,1,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,arse,n05559256,19,the fleshy part of the human body that you sit on,same,1,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,derriere,n05559256,9,the fleshy part of the human body that you sit on,same,1,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,backside,n05559256,89,the fleshy part of the human body that you sit on,same,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,posterior,a00131426,42,located at or near or behind a part or near the end of a structure,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,tail,n02157557,825,the posterior part of the body of a vertebrate especially when elongated and extending beyond the trunk or main part of the body,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,can,n02946921,687,airtight sealed metal container for food or drink or paint etc.,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,bottom,n08511970,1012,the lowest part of anything,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,behind,r00222180,817,remaining in a place or condition that has been left or departed from,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,tooshie,NA,NA,NA,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,buns,n07680932,1,small rounded bread either plain or sweet,different,0,NA
834,buttocks,The fleshy part of the human body that one sits on.,n05559256,hindquarters,NA,NA,NA,different,0,NA
